Product Name,Product Code,Crop Category,Crop Name,Hybrid / Variety Type,Short Description,Full Description,Key Features,Traits,Suitable Region,Suitable Season,Duration,Product Image URL,Downloaded Image Filename,PDF / Brochure URL,Downloaded PDF Filename,Old Product Page URL,Status,Display Order,Notes
Ghungroo (TMMD 99),,Field Crops,,Variety,"GHUNGROO (TMMD 99)
• Yellow Mustard variety
• Medium maturity: 100-110 days
• Plant height: 115-120 cm
• Main shoot length: 55-65 cm
• Bold seed and 16-18 seeds / silique
• Oil percentage: &gt; 42 %
• Good performance under very cold temperatures
• Tolerant to major pests and diseases
• Suitable for",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/GHUNGROO-TMMD-99-300x300.png?lossy=2&strip=1&webp=1,ghungroo-tmmd-99.jpg,,ghungroo-tmmd-99.pdf,https://trimurti.in/product/ghungroo/,Active,57,
Jewel (TMSF 1701),,Field Crops,,Variety,"JEWEL (TV1SH 1701)
• Sunflower hybrid suitable for both medium and light soils
• High yield potential
• Maturity duration: 110-120 days
• Plant semi-droopy type and height is 100-110 cm
• Head is flat to convex, very compact and uniform seed setting
up to centre
• Higher oil percent (42-44 %)
• Tole",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Jewel-300x300.png?lossy=2&strip=1&webp=1,jewel-tmsf-1701.jpg,,jewel-tmsf-1701.pdf,https://trimurti.in/product/jewel/,Active,58,
Julie (TMMD 97),,Field Crops,,Variety,"JULIE (TMMD 97)
• Yellow Mustard variety
• Early maturity: 98-104 days
• Plant height: 110-120 cm
• Main shoot length :50-60 cm
• Bold seed and 10-12 seeds I silique
• Oil percent: &gt;40%
• Tolerant to major pests and diseases
• Suitable for cultivation in BR, CG, GJ, HR, JH, MP, OD, PB, RJ, UK, UP",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Julie_-300x300.png?lossy=2&strip=1&webp=1,julie-tmmd-97.jpg,,julie-tmmd-97.pdf,https://trimurti.in/product/julie/,Active,59,
Kaalia (TMMD 92),,Field Crops,,Variety,"KAALIA (TMMD 92)
• Mustard variety with very high yield potential
• Medium maturity: 125-135 days
• Plant height: 170-180 cm
• Main shoot length: 70-80 cm
• Bold seed and 14-16 seeds / silique
• Oil percent: &gt;40 %
• Good performance under very cold temperatures
• Tolerant to major pests and disea",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Kaalia-300x300.png?lossy=2&strip=1&webp=1,kaalia-tmmd-92.jpg,,kaalia-tmmd-92.pdf,https://trimurti.in/product/kaalia/,Active,60,
KAALIA GOLD (TMMD 9242),TMMD9242,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/Kaalia-Gold-Mustard-300x300.png?lossy=2&strip=1&webp=1,TMMD9242.jpg,,TMMD9242.pdf,https://trimurti.in/product/kaalia-gold-tmmd-9242/,Active,61,
Kashinath (TMMD 91),,Field Crops,,Variety,"KASHINATH (TMMD 91)
• Mustard variety with high yield potential
• Medium maturity: 115-125 days
• Plant height: 150-170 cm
• Main shoot length: 60-70 cm
• Bold seed and 14-16 seeds I silique
• Oil percent: &gt;40 %
• Tolerant to major pests and diseases
• Good performance under very cold temperature",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Kashinath-300x300.png?lossy=2&strip=1&webp=1,kashinath-tmmd-91.jpg,,kashinath-tmmd-91.pdf,https://trimurti.in/product/kashinath/,Active,62,
Lokpriya (TMW 3888),,Field Crops,,Variety,"LOKPRIYA (TMW 3888)
• Wheat variety with very high yield potential
• Semi-erect plant type
• Days to 50 % spike emergence: 90-100 days
• Maturity duration: 135-145 days
• Plant Height: 95-100 cm
• No. of productive tillers: 15-20
• Very attractive bold lustrous grains
• Tolerant to lodging and major",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Lokpriya-300x300.png?lossy=2&strip=1&webp=1,lokpriya-tmw-3888.jpg,,lokpriya-tmw-3888.pdf,https://trimurti.in/product/lokpriya/,Active,63,
TMBH 633,TMBH633,Field Crops,,Hybrid,"• Medium maturing (Kharif: 80-85 days &amp; Summer: 85-90 days) hybrid with very high yield potential
• Erect plant with plant height 190-210 cm
• Number of productive tillers :5-8
• Candle type very compact panicles (28-30 cm) with good girth
• Deep grey medium bold grains
• Excellent stay green fo",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/09/TMBH_633_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMBH633.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/09/POP-Hybrid-Bajra-TMBH-633.pdf', 'label': 'POP &#8211; Hybrid Bajra &#8211; TMBH 633'}",TMBH633.pdf,https://trimurti.in/product/tmbh-633/,Active,64,
TMBH 680,TMBH680,Field Crops,,Hybrid,"• Early to medium maturing (Kharif: 78-82 days) hybrid with very high yield potential
•Erect plant with tall plant height (230-250 cm)
•Number of productive tillers: 4-6
•Panicle: 28-32 cm long, candle type and compact
panicle with good girth
• Deep grey bold grains
• Excellent stay green fodder wit",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/09/TMBH_680_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMBH680.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/09/POP-Bajra-Hybrid-TMBH-680.pdf', 'label': 'POP &#8211; Bajra Hybrid &#8211; TMBH 680'}",TMBH680.pdf,https://trimurti.in/product/tmbh-680/,Active,65,
TMBH 2652,TMBH2652,Field Crops,,Hybrid,"Medium maturing (Kharif: 78-82 days &amp; Summer: 84-90 days) hybrid with very high yield potential
• Erect plant with tall plant height (200-220 cm)
• Number of productive tillers: 4-7
• Panicle having 27-31 cm in length Candle type and very compact
• Deep grey bold grains
• Excellent stay green fo",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/09/TMBH_2652_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMBH2652.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/09/POP-Hybrid-Bajra-TMBH-2652.pdf', 'label': 'POP &#8211; Hybrid Bajra &#8211; TMBH 2652'}",TMBH2652.pdf,https://trimurti.in/product/tmbh-2652/,Active,66,
TMBH 2631,TMBH2631,Field Crops,,Hybrid,"• Medium maturing (Kharif: 80-85 days &amp; Summer: 85-90 days) Bajra hybrid with very high yield potential
• Erect plant with tall plant height (210-225 cm)
• Number of productive tillers: 4-8
• Long (27-30 cm), conical, very compact panicles with good girth
• Deep grey medium bold grains
• Excelle",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/09/TMBH-2631-300x300.png?lossy=2&strip=1&webp=1,TMBH2631.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/09/POP-Hybrid-Bajra-TMBH-2631.pdf', 'label': 'POP &#8211; Hybrid Bajra &#8211; TMBH 2631'}",TMBH2631.pdf,https://trimurti.in/product/tmbh-2631/,Active,67,
TMBH 601,TMBH601,Field Crops,,Hybrid,"• Early to medium maturing (Kharif: 78-82 days) hybrid with very high yield potential
•Erect plant with tall plant height (230-250 cm)
•Number of productive tillers: 4-6
•Panicle: 28-32 cm long, candle type and compact
panicle with good girth
• Deep grey bold grains
• Excellent stay green fodder wit",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2026/04/TMBH-601-Optium-300x300.png?lossy=2&strip=1&webp=1,TMBH601.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2026/04/POP-Bajra-Hybrid-TMBH-601.pdf', 'label': 'POP &#8211; Bajra Hybrid &#8211; TMBH 601'}",TMBH601.pdf,https://trimurti.in/product/tmbh-601-2/,Active,68,
TMBH 602,TMBH602,Field Crops,,Hybrid,"• Early to medium maturing (Kharif: 78-82 days) hybrid with very high yield potential
•Erect plant with tall plant height (230-250 cm)
•Number of productive tillers: 4-6
•Panicle: 28-32 cm long, candle type and compact
panicle with good girth
• Deep grey bold grains
• Excellent stay green fodder wit",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/12/TMBH_602_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMBH602.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2025/12/POP-Hybrid-Bajra-TMBH-602.pdf', 'label': 'POP &#8211; Hybrid Bajra &#8211; TMBH 602'}",TMBH602.pdf,https://trimurti.in/product/tmbh-602/,Active,69,
TMBH 2627,TMBH2627,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/TMBH_2627_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMBH2627.jpg,,TMBH2627.pdf,https://trimurti.in/product/tmbh-2627/,Active,70,
TMBH 2612,TMBH2612,Field Crops,,Hybrid,"• Medium maturing (Kharif: 80-85 days &amp; Summer: 85-90 days) Bajra hybrid with very high yield potential
• Erect plant with tall plant height (200-220 cm)
• Number of productive tillers: 4-7
• Long (28-32 cm), conical, very compact panicles with good girth
• Deep grey medium bold grains
• Excelle",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/09/TMBH_2612_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMBH2612.jpg,,TMBH2612.pdf,https://trimurti.in/product/tmbh-2612/,Active,71,
Mahipal Bajra,,Field Crops,,Variety,"MAHIPAL (TI^BH 605)
•Early maturing (Kharif: 75-80 days) hybrid with high yield potential
• Erect plant with plant height 210-230 cm
• Number of productive tillers: 5-8
• Long (30-35 cm), conical, compact panicles with good girth
• Deep grey medium bold grains
• Excellent stay green fodder with very",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/02/Mahipal_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,mahipal-bajra.jpg,,mahipal-bajra.pdf,https://trimurti.in/product/bucket-with-grass-and-one-water-can/,Active,72,
SAINATH (TMMH 809),TMMH809,Field Crops,,Hybrid,"• Premium Maize hybrid with high yield potential
• Medium maturity (Kharif: 90-100 days) hybrid
• Semi-erect plant habit
• Long cobs with 14-16 rows &amp; 45-50 grains I row
• High shelling percent
• Attractive orange semi-flint grains
• Ideal for both rainfed and high management growing conditions ",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/sainath-tmmh-809-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH809.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Maize-Hybrid-TMMH-809-Sainath.pdf', 'label': 'POP &#8211; Maize Hybrid &#8211; TMMH 809 (Sainath)'}",TMMH809.pdf,https://trimurti.in/product/809/,Active,73,
Shaan-e-dawat plus (1509),,Field Crops,,Variety,"Shaan-e-dawat plus (1509)
•Early maturing (Kharif: 115-120 days) Basmati Rice variety with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 8-10
• Semi-dwarf plant type having 105 -110 cm plant height
• Extra Long Slender Basmati grains with excellent aroma
• Good millin",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Shaan-e-dawat-plus-PNG-300x300.png?lossy=2&strip=1&webp=1,shaan-e-dawat-plus-1509.jpg,,shaan-e-dawat-plus-1509.pdf,https://trimurti.in/product/shaan-e-dawat-plus/,Active,74,
SHAN-E-DAWAT (TMRV 1121),TMRV1121,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/Shaan-E-Dawat-NEW-Pouch-300x300.png?lossy=2&strip=1&webp=1,TMRV1121.jpg,,TMRV1121.pdf,https://trimurti.in/product/shan-e-dawat-tmrv-1121/,Active,75,
SHAN-E-DAWAT PLUS (TMRV 1509),TMRV1509,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/Shaan-E-Dawat-plus-NEW-Pouch-300x300.png?lossy=2&strip=1&webp=1,TMRV1509.jpg,,TMRV1509.pdf,https://trimurti.in/product/shan-e-dawat-plus-tmrv-1509/,Active,76,
SHER-E-BASMATI (TMRH 1105),TMRH1105,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/TMRH_1105_Web_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMRH1105.jpg,,TMRH1105.pdf,https://trimurti.in/product/sher-e-basmati-tmrh-1105/,Active,77,
Shurma (TMRV 1632),TMRV1632,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Surma_3D-Pouch-PNG-300x300.png?lossy=2&strip=1&webp=1,TMRV1632.jpg,,TMRV1632.pdf,https://trimurti.in/product/shurma/,Active,78,
Slym,,Field Crops,,Variety,"SLYM (TMRV 3618)
• Medium maturing [Kharif: 125 -130 days &amp; Rabi: 130-135 day
Rice variety with high yield potential
• Semi-erect plant habit having 90-95 cm plant height
• Number of productive tillers: 10-12
• 24-26 cm long panicle with more number of grains / panicle
• Medium Slender fine grai",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Slym_3D-PNG-300x300.png?lossy=2&strip=1&webp=1,slym.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Variety-TMRV-3618.pdf', 'label': 'POP &#8211; Rice Variety &#8211; TMRV 3618'}",slym.pdf,https://trimurti.in/product/slym/,Active,79,
SNIGDHA (TMRV 1685),TMRV1685,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2025/07/SNIGDHA-1685-NEW-3d-POUCH-1-300x300.png?lossy=2&strip=1&webp=1,TMRV1685.jpg,,TMRV1685.pdf,https://trimurti.in/product/snigdha-tmrv-1685/,Active,80,
Srinath (TMMH 804),TMMH804,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/srinath-tmmh-804-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH804.jpg,,TMMH804.pdf,https://trimurti.in/product/srinath/,Active,81,
SUPER TRIVIKRAM (TMMH 844),TMMH844,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/super-trivikram-tmmh-844-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH844.jpg,,TMMH844.pdf,https://trimurti.in/product/super-trivikram/,Active,82,
Tinku,,Field Crops,,Variety,"• Medium maturing (Kharif: 130-135 days and Rabi: 135-140 days) rice variety with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type having 95 -105 cm plant height
• Long panicle with more number of grains / panicle
• Medium Slender grains
• G",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/Tinku_-PNG-300x300.png?lossy=2&strip=1&webp=1,tinku.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-Variety-TMRV-1636.pdf', 'label': 'POP &#8211; Rice Variety &#8211; TMRV 1636'}",tinku.pdf,https://trimurti.in/product/tinku/,Active,83,
TM 09,,Field Crops,,Variety,"• Early maturing [Kharif: 115-120 days] Basmati Rice variety with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 10-12
• Semi-dwarf plant type having 100 -110 cm plant height
• Extra-Long Slender Basmati grains
• Excellent grain quality with excellent aroma
• Tolerant ",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TM-09-PNG-_-300x300.png?lossy=2&strip=1&webp=1,tm-09.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-variety-TM-09.pdf', 'label': 'POP &#8211; Rice variety TM 09'}",tm-09.pdf,https://trimurti.in/product/tm-09/,Active,84,
Ustaad (TM 914),,Field Crops,,Variety,"USTAAD (TM 914)
• Mustard hybrid with very high yield potential
• Maturity: 120-130 days
• Plant height: 160-175 cm
• Main shoot length: 65-75 cm
• Branching starts from the bottom of the plant
• High numbers of primary and secondary branches
• Bold seed and 16-20 seeds / silique
• Oil percent: &gt;",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/ustaad_web_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,ustaad-tm-914.jpg,,ustaad-tm-914.pdf,https://trimurti.in/product/ustaad/,Active,85,
TM 917,,Field Crops,,Variety,"Mustard hybrid with very high yield potential
Good performance under cold temperatures
• Maturity: 120-125 days
• Plant height: 150-165 cm
• Main shoot length: 65-75 cm
• High numbers of primary and secondary branches and branching starts from the bottom of the plant
• Bold seeded and 16-18 seeds / ",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TM_917_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,tm-917.jpg,,tm-917.pdf,https://trimurti.in/product/tm-917/,Active,86,
TM 9988,,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TM_9988_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,tm-9988.jpg,,tm-9988.pdf,https://trimurti.in/product/tm-9988/,Active,87,
TM 936,,Field Crops,,Variety,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TM_936_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,tm-936.jpg,,tm-936.pdf,https://trimurti.in/product/tm-936/,Active,88,
TMBH 622,TMBH622,Field Crops,,Hybrid,"• Medium maturing (Kharif: 85-90 days &amp; Summer : 90-95 days) hybrid with very high yield potential
• Erect plant type with plant height 210-220 cm
• Number of productive tillers : 4-8
• Long (28-32 cm), conical, very compact panicles with good girth
• Deep grey medium bold grains
• Excellent sta",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/09/TMBH_622_-HR-min-300x300.webp?lossy=2&strip=1&webp=1,TMBH622.jpg,,TMBH622.pdf,https://trimurti.in/product/tmbh-622/,Active,89,
TMMD 2901,TMMD2901,Field Crops,,Hybrid,"• Medium maturing (118-122 days) Mustard variety with high yield potential
• Erect plant with tall plant height (150-170 cm)
• Number of primary branches: 5-8
• Number of secondary branches: 18-22
• Main shoot length : 55-65 cm
• Seeds per silique : 12-14
• Bold seed and oil percent is 38-40 %
• Tol",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMMD-2901-PNG-300x300.png?lossy=2&strip=1&webp=1,TMMD2901.jpg,,TMMD2901.pdf,https://trimurti.in/product/tmmd-2901/,Active,90,
TMMD 2904,TMMD2904,Field Crops,,Hybrid,"• Yellow Mustard variety with high yield potential
• Medium maturity: 115-120 days
• Plant height: 140-150 cm
• Main shoot length: 50-60 cm
• More number of primary and secondary branches
• Yellow coloured bold grains having 14-16 grains / silique
• Oil percent: &gt;42 %
• Tolerant to major pests an",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMMD-2904-300x300.png?lossy=2&strip=1&webp=1,TMMD2904.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Hybrid-Mustard-TMMD-2904.pdf', 'label': 'POP-Hybrid Mustard-TMMD 2904'}",TMMD2904.pdf,https://trimurti.in/product/tmmd-2904/,Active,91,
TMMD 2905,TMMD2905,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMMD-2905-300x300.png?lossy=2&strip=1&webp=1,TMMD2905.jpg,,TMMD2905.pdf,https://trimurti.in/product/tmmd-2905/,Active,92,
TMMH 2831,TMMH2831,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-2831-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH2831.jpg,,TMMH2831.pdf,https://trimurti.in/product/tmmh-2831/,Active,93,
TMMH 2831 Plus,TMMH2831,Field Crops,,Hybrid,"• Premium Maize hybrid with high yield potential
• Medium maturity (Kharif: 95-100 days &amp; Rabi: 120-125 days ) hybrid
• Erect plant habit, suitable for close space planting
• Long cobs with 16-18 rows &amp; 42 &#8211; 48 grains / row
• High shelling percent
• Attractive orange semi-flint grains
",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-2831-plus-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH2831.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Hybrid-Maize-TMMH-2831-Plus.pdf', 'label': 'POP &#8211; Hybrid Maize &#8211; TMMH 2831 Plus'}",TMMH2831.pdf,https://trimurti.in/product/tmmh-2831-plus/,Active,94,
TMMH 2834,TMMH2834,Field Crops,,Hybrid,"• Maize hybrid with high yield potential
• Medium maturity (Kharif: 90-100 days) hybrid
• Drooping plant habit, suitable for regular space planting
• Long cobs with 14-16 rows &amp; 35-40 grains / row
• High shelling percent
• Attractive orange semi-flint grains
• Ideal for both rainfed and high man",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-2834-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH2834.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Maize-hybrid-TMMH-2834.pdf', 'label': 'POP &#8211; Maize hybrid &#8211; TMMH 2834'}",TMMH2834.pdf,https://trimurti.in/product/tmmh-2834/,Active,95,
Pusa HQPM &#8211; 5 Improved,,Field Crops,,Variety,"• Premium Maize hybrid with very high yield potential
• Medium maturity [Rabi: 120-125 days (AP &amp; TS),
140-150 days (BR) &amp; Spring: 95-100 days.]
• Long cobs with 16-18 rows &amp; 40-45 seeds / row
• Shelling percent: &gt; 80%
• Very low cob placement
• Yellow orange semi-dent grains with pur",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2026/05/Pusa_HQPM-5_3D_pouch_optimized_50.png?lossy=2&strip=1&webp=1,pusa-hqpm-8211-5-improved.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2026/05/POP-Maize-Hybrid-Pusa-HQPM-5-Improved.pdf', 'label': 'POP &#8211; Maize Hybrid &#8211; Pusa HQPM &#8211; 5 Improved'}",pusa-hqpm-8211-5-improved.pdf,https://trimurti.in/product/pusa-hqpm-5-improved/,Active,96,
TMMH 2841,TMMH2841,Field Crops,,Hybrid,"• Premium Maize hybrid with very high yield potential
• Medium maturity [Rabi: 120-125 days (AP &amp; TS),
140-150 days (BR) &amp; Spring: 95-100 days.]
• Long cobs with 16-18 rows &amp; 40-45 seeds / row
• Shelling percent: &gt; 80%
• Very low cob placement
• Yellow orange semi-dent grains with pur",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-2841-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH2841.jpg,,TMMH2841.pdf,https://trimurti.in/product/tmmh-2841/,Active,97,
TMMH 2855,TMMH2855,Field Crops,,Hybrid,"• Premium Maize hybrid with very high yield potential
• Full season maturity [Rabi: 120-130 days (AP &amp; TG) and 140-150 days (Bihar)]
• Suitable for high density planting
• Long cobs with 16-18 rows &amp; 45-50 grains / row
• High shelling percent
• Attractive orange semi-flint grains
suitable fo",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-2855-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH2855.jpg,,TMMH2855.pdf,https://trimurti.in/product/tmmh-2855/,Active,98,
TMMH 801,TMMH801,Field Crops,,Hybrid,"• Premium Maize hybrid with high yield potential
• Full season maturity [Kharif: 105-110 days, Rabi: 125-130 days
&amp; Spring: 100-105]
• Erect plant habit, suitable for high density planting
• Long cobs with 16-18 rows &amp; 45-50 grains / row
• High shelling percent
• Orange with yellow cap &amp;",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-801-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH801.jpg,,TMMH801.pdf,https://trimurti.in/product/tmmh-801/,Active,99,
TMMH 836,TMMH836,Field Crops,,Hybrid,"• Premium Maize hybrid with very high yield potential
• Medium maturity and duration is 95-100 days during Kharif season
• Very attractive orange semi-flint grains
• Long cobs with 16-18 rows &amp; 42-48 seeds / row
• Shelling per cent: &gt; 80%
• Suitable for high density planting
• Suitable for ra",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-836-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH836.jpg,,TMMH836.pdf,https://trimurti.in/product/tmmh-836/,Active,100,
TMMH 846,TMMH846,Field Crops,,Hybrid,"• Maize hybrid with high yield potential
• Medium maturity (Kharif: 90 &#8211; 100 days) hybrid
• Semi-erect plant habit
• Cobs with 14-16 rows
• Number of grains I row: 35-40
• Attractive orange semi-flint grains
• Suitable for rainfed growing conditions during Kharif season in AP, AS, BR, CG, GJ, ",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-846-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH846.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Maize-Hybrid-TMMH-846.pdf', 'label': 'POP &#8211; Maize Hybrid &#8211; TMMH 846'}",TMMH846.pdf,https://trimurti.in/product/tmmh-846/,Active,101,
TMMH 8862,TMMH8862,Field Crops,,Hybrid,,,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/tmmh-8862-3d-pouch_optimized-300x300.png?lossy=2&strip=1&webp=1,TMMH8862.jpg,,TMMH8862.pdf,https://trimurti.in/product/tmmh-8862-2/,Active,102,
TMRH 124,TMRH124,Field Crops,,Hybrid,"• Medium maturing (Kharif: 120-125 days) hybrid with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-15
• Semi-dwarf plant type and 100 -110 cm plant height
• Long panicle with more number of grains/panicle
• Medium slender grains with good milling percent &amp; high",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2024/03/nepal-124-300x300.webp?lossy=2&strip=1&webp=1,TMRH124.jpg,,TMRH124.pdf,https://trimurti.in/product/tmrh-124-nepal/,Active,103,
TMRV 1609,TMRV1609,Field Crops,,Variety,"• Full Season maturing (Kharif: 150-155 days &amp; Rabi: 142-148 days) Rice variety with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-14
• Semi-dwarf plant type having 95-100 cm plant height
• Medium slender fine grains with good milling percent with
high head ric",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRV-1609-PNG-300x300.png?lossy=2&strip=1&webp=1,TMRV1609.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/POP-Rice-variety-TMRV-1509.pdf', 'label': 'POP &#8211; Rice variety TMRV 1509'}",TMRV1609.pdf,https://trimurti.in/product/tmrv-1609/,Active,104,
TMRV 1611,TMRV1611,Field Crops,,Variety,"• Full Season maturing (Kharif: 140-145 days &amp; Rabi: 145-155 days) Rice variety with high yield potential
• Semi-erect plant habit
• Number of productive tillers: 12-14
• Semi-dwarf plant type having 110-115 cm plant height
• Medium bold grains with good milling percent with high head rice
• Fie",,,,,,,https://b4288757.smushcdn.com/4288757/wp-content/uploads/2023/10/TMRV-PNG-1611_-300x300.png?lossy=2&strip=1&webp=1,TMRV1611.jpg,"{'url': 'https://trimurti.in/wp-content/uploads/2023/10/TMRV-1611-POP.pdf', 'label': 'TMRV 1611 POP'}",TMRV1611.pdf,https://trimurti.in/product/tmrv-1611/,Active,105,
